ID;Marca de veh¡culo;Modelo de veh¡culo;Tipo de veh¡culo;Marca CRM;Modelo CRM
1496;LEXUS;LX;Autom½vil;LEXUS;LX
1497;LEXUS;RX;Autom½vil;LEXUS;RX
1498;LINCOLN;LS;Autom½vil;LINCOLN;LS
1499;MAZDA;8 RX;Autom½vil;MAZDA;8 RX
1500;MAZDA;CAROL;Autom½vil;MAZDA;CAROL
1501;MERCEDES BENZ;C300 LUXURT;Autom½vil;MERCEDES BENZ;C300 LUXURT
1502;MERCEDES BENZ;GLC-250 4MATIC COUPE 4WD;Autom½vil;MERCEDES BENZ;GLC-250 4MATIC COUPE 4WD
1503;MERCEDES BENZ;300 CE;Autom½vil;MERCEDES BENZ;300 CE
1504;MERCEDES BENZ;CLASE A;Autom½vil;MERCEDES BENZ;CLASE A
1505;MERCEDES BENZ;CLASE B;Autom½vil;MERCEDES BENZ;CLASE B
1506;MERCEDES BENZ;CLASE CLS;Autom½vil;MERCEDES BENZ;CLASE CLS
1507;MERCEDES BENZ;CLASE E;Autom½vil;MERCEDES BENZ;CLASE E
1508;MERCEDES BENZ;CLASE G;Autom½vil;MERCEDES BENZ;CLASE G
1509;MERCEDES BENZ;CLASE GLK;Autom½vil;MERCEDES BENZ;CLASE GLK
1510;MERCEDES BENZ;CLASE ML;Autom½vil;MERCEDES BENZ;CLASE ML
1511;MERCEDES BENZ;CLASE R;Autom½vil;MERCEDES BENZ;CLASE R
1512;MERCEDES BENZ;CLASE SL;Autom½vil;MERCEDES BENZ;CLASE SL
1513;MERCEDES BENZ;CLASE SLK;Autom½vil;MERCEDES BENZ;CLASE SLK
1514;MERCEDES BENZ;GLA 200;Autom½vil;MERCEDES BENZ;GLA 200
1515;MERCEDES BENZ;GLE 53 AMG;Autom½vil;MERCEDES BENZ;GLE 53 AMG
1516;MERCEDES BENZ;MARCOPOLO;Autom½vil;MERCEDES BENZ;MARCOPOLO
1517;MERCEDES BENZ;SE;Autom½vil;MERCEDES BENZ;SE
1518;MINI;COOPER COUNTRYMAN;Autom½vil;MINI;COOPER COUNTRYMAN
1519;MINI;COOPER SU31;Autom½vil;MINI;COOPER SU31
1520;MITSUBISHI;GT;Autom½vil;MITSUBISHI;GT
1521;MITSUBISHI;EVOLUTION;Autom½vil;MITSUBISHI;EVOLUTION
1522;MITSUBISHI;MIRAGE JAPONES;Autom½vil;MITSUBISHI;MIRAGE JAPONES
1523;NISSAN;CARAVAN JAPONES;Autom½vil;NISSAN;CARAVAN JAPONES
1524;NISSAN;TIIDA JAPONES;Autom½vil;NISSAN;TIIDA JAPONES
1525;NISSAN;AD EXPERT;Autom½vil;NISSAN;AD EXPERT
1526;NISSAN;AD-VAN;Autom½vil;NISSAN;AD-VAN
1527;NISSAN;LEAF - EL?CTRICO;Autom½vil;NISSAN;LEAF - EL?CTRICO
1528;NISSAN;NV 200 VANETTE JAPONES;Autom½vil;NISSAN;NV 200 VANETTE JAPONES
1529;NISSAN;NV-350 CARAVAN JAPONES;Autom½vil;NISSAN;NV-350 CARAVAN JAPONES
1530;NISSAN;REGULUS;Autom½vil;NISSAN;REGULUS
1531;NISSAN;ROUGUE;Autom½vil;NISSAN;ROUGUE
1532;NISSAN;VANETTE JAPONES;Autom½vil;NISSAN;VANETTE JAPONES
1533;NISSAN;VERSA NOTE;Autom½vil;NISSAN;VERSA NOTE
1534;NISSAN;VERSA NOTE JAPONES;Autom½vil;NISSAN;VERSA NOTE JAPONES
1535;PEUGEOT;508 ALLURE;Autom½vil;PEUGEOT;508 ALLURE
1536;PEUGEOT;RCZ;Autom½vil;PEUGEOT;RCZ
1537;PORSCHE;TARGA;Autom½vil;PORSCHE;TARGA
1538;PORSCHE;TAYCAN;Autom½vil;PORSCHE;TAYCAN
1539;PORSCHE;TURBO;Autom½vil;PORSCHE;TURBO
1540;RENAULT;KONGOO;Autom½vil;RENAULT;KONGOO
1541;SUZUKI;SWIFT JAPONES;Autom½vil;SUZUKI;SWIFT JAPONES
1542;SUZUKI;BERONA;Autom½vil;SUZUKI;BERONA
1543;SUZUKI;WAGON;Autom½vil;SUZUKI;WAGON
1544;SUZUKI;XL7-LIMITED;Autom½vil;SUZUKI;XL7-LIMITED
1545;TOYOTA;TOWN-ACE JAPONES;Autom½vil;TOYOTA;TOWN-ACE JAPONES
1546;TOYOTA;BERTA;Autom½vil;TOYOTA;BERTA
1547;TOYOTA;CAMIONETA;Autom½vil;TOYOTA;CAMIONETA
1548;TOYOTA;CRESSIDA;Autom½vil;TOYOTA;CRESSIDA
1549;TOYOTA;LITE ACE JAPONES;Autom½vil;TOYOTA;LITE ACE JAPONES
1550;TOYOTA;PASSO;Autom½vil;TOYOTA;PASSO
1551;TOYOTA;PIXIS;Autom½vil;TOYOTA;PIXIS
1552;TOYOTA;RACTIS;Autom½vil;TOYOTA;RACTIS
1553;TOYOTA;RUSH;Autom½vil;TOYOTA;RUSH
1554;TOYOTA;SR 5;Autom½vil;TOYOTA;SR 5
1555;TOYOTA;SUPRA;Autom½vil;TOYOTA;SUPRA
1556;VOLKSWAGEN;GOLF E - EL?CTRICO;Autom½vil;VOLKSWAGEN;GOLF E - EL?CTRICO
1557;VOLVO;CX 90;Autom½vil;VOLVO;CX 90
1558;VOLVO;XC 70 CROSS COUNTRY;Autom½vil;VOLVO;XC 70 CROSS COUNTRY
1559;VOLVO;XC 40;Autom½vil;VOLVO;XC 40
1560;BENTLEY;CONTINENTAL FLYING SUPR;Autom½vil;BENTLEY;CONTINENTAL FLYING SUPR
1561;BENTLEY;MK?VI;Autom½vil;BENTLEY;MK?VI
1562;BMW;325 CI;Autom½vil;BMW;325 CI
1563;BMW;325SI;Autom½vil;BMW;325SI
1564;BMW;i3?-?EL?CTRICO;Autom½vil;BMW;I3?-?EL?CTRICO
1565;BMW;SERIE 1;Autom½vil;BMW;SERIE 1
1566;BMW;SERIE?3;Autom½vil;BMW;SERIE?3
1567;BMW;SERIE?5;Autom½vil;BMW;SERIE?5
1568;BMW;SERIE 6;Autom½vil;BMW;SERIE 6
1569;BMW;SERIE 7;Autom½vil;BMW;SERIE 7
1570;BMW;SERIE M;Autom½vil;BMW;SERIE M
1571;BMW;SERIE X;Autom½vil;BMW;SERIE X
1572;BMW;SERIE Z;Autom½vil;BMW;SERIE Z
1573;BMW;X5 3.0D;Autom½vil;BMW;X5 3.0D
1574;BMW;X5?35IX;Autom½vil;BMW;X5?35IX
1575;CADILLAC;CONCOURS;Autom½vil;CADILLAC;CONCOURS
1576;CADILLAC;XLR;Autom½vil;CADILLAC;XLR
1577;CHEVROLET;AVALANCHE;Autom½vil;CHEVROLET;AVALANCHE
1578;CHEVROLET;AVEO;Autom½vil;CHEVROLET;AVEO
1579;CHEVROLET;AVEO;Autom½vil;CHEVROLET;AVEO
1580;CHEVROLET;AVEO;Autom½vil;CHEVROLET;AVEO
1581;CHEVROLET;AVEO;Autom½vil;CHEVROLET;AVEO
1582;CHEVROLET;AVEO;Autom½vil;CHEVROLET;AVEO
1583;CHEVROLET;BOLT - EL?CTRICO;Autom½vil;CHEVROLET;BOLT - EL?CTRICO
1584;CHEVROLET;CRUIZE;Autom½vil;CHEVROLET;CRUIZE
1585;CHEVROLET;CRUIZE;Autom½vil;CHEVROLET;CRUIZE
1586;CHEVROLET;CRUIZE;Autom½vil;CHEVROLET;CRUIZE
1587;CHEVROLET;CRUIZE;Autom½vil;CHEVROLET;CRUIZE
1588;CHEVROLET;EXPRESS?G3500LT;Autom½vil;CHEVROLET;EXPRESS?G3500LT
1589;CHEVROLET;MALIBU;Autom½vil;CHEVROLET;MALIBU
1590;CHEVROLET;N400;Autom½vil;CHEVROLET;N400
1591;CHEVROLET;S 10;Autom½vil;CHEVROLET;S 10
1592;CHEVROLET;SILVERADO;Autom½vil;CHEVROLET;SILVERADO
1593;CHEVROLET;Z 71;Autom½vil;CHEVROLET;Z 71
1594;CHEVROLET;CAPRICE;Autom½vil;CHEVROLET;CAPRICE
1595;CHRYSLER;200;Autom½vil;CHRYSLER;200
1596;CHRYSLER;PT?CRUISE;Autom½vil;CHRYSLER;PT?CRUISE
1597;CHRYSLER;SEBRING;Autom½vil;CHRYSLER;SEBRING
1598;CHRYSLER;SEBRING;Autom½vil;CHRYSLER;SEBRING
1599;CHRYSLER;SEBRING?LX;Autom½vil;CHRYSLER;SEBRING?LX
1600;CHRYSLER;SRT8;Autom½vil;CHRYSLER;SRT8
1601;CHRYSLER;TOWN  COUNTRY;Autom½vil;CHRYSLER;TOWN  COUNTRY
1602;CITROEN;DS3;Autom½vil;CITROEN;DS3
1603;CITROEN;ELYSEE;Autom½vil;CITROEN;ELYSEE
1604;CITROEN;ELYSEE SALOON;Autom½vil;CITROEN;ELYSEE SALOON
1605;CITROEN;SALOON;Autom½vil;CITROEN;SALOON
1606;DAIHATSU;HIJET;Autom½vil;DAIHATSU;HIJET
1607;DAIHATSU;HINO;Autom½vil;DAIHATSU;HINO
1608;DAIHATSU;SIRIUS;Autom½vil;DAIHATSU;SIRIUS
1609;DODGE;2500;Autom½vil;DODGE;2500
1610;DODGE;AVENGER SXT;Autom½vil;DODGE;AVENGER SXT
1611;DODGE;CHARGER RT;Autom½vil;DODGE;CHARGER RT
1612;DODGE;DART?GT;Autom½vil;DODGE;DART?GT
1613;DODGE;RAM;Autom½vil;DODGE;RAM
1614;FIAT;500 LOUNGE;Autom½vil;FIAT;500 LOUNGE
1615;FIAT;500E - EL?CTRICO;Autom½vil;FIAT;500E - EL?CTRICO
1616;FIAT;500L TRAKKING;Autom½vil;FIAT;500L TRAKKING
1617;FIAT;PALIO WEEKEND TREKKING;Autom½vil;FIAT;PALIO WEEKEND TREKKING
1618;FORD;CUSTOM;Autom½vil;FORD;CUSTOM
1619;FORD;E-150;Autom½vil;FORD;E-150
1620;FORD;E-250;Autom½vil;FORD;E-250
1621;FORD;E350;Autom½vil;FORD;E350
1622;FORD;E-350;Autom½vil;FORD;E-350
1623;FORD;ECO SPORT;Autom½vil;FORD;ECO SPORT
1624;FORD;ECONOLINE;Autom½vil;FORD;ECONOLINE
1625;FORD;EXCURSION;Autom½vil;FORD;EXCURSION
1626;FORD;FESTIVA;Autom½vil;FORD;FESTIVA
1627;FORD;FIESTA;Autom½vil;FORD;FIESTA
1628;FORD;FOCUS;Autom½vil;FORD;FOCUS
1629;FORD;FOCUS?EV;Autom½vil;FORD;FOCUS?EV
1630;FORD;FREESTART;Autom½vil;FORD;FREESTART
1631;FORD;FREESTYLE;Autom½vil;FORD;FREESTYLE
1632;FORD;FUSION;Autom½vil;FORD;FUSION
1633;FORD;WINDSTAR;Autom½vil;FORD;WINDSTAR
1634;GMC;DENALI;Autom½vil;GMC;DENALI
1635;GMC;ENVOY;Autom½vil;GMC;ENVOY
1636;GMC;GMC;Autom½vil;GMC;GMC
1637;GMC;SUBURVAN;Autom½vil;GMC;SUBURVAN
1638;GMC;TERRAIN SLE;Autom½vil;GMC;TERRAIN SLE
1639;GMC;WRANGLER;Autom½vil;GMC;WRANGLER
1640;HONDA;CIVIC-ACCORD;Autom½vil;HONDA;CIVIC-ACCORD
1641;HONDA;FIT JAPONES;Autom½vil;HONDA;FIT JAPONES
1642;HONDA;INTEGRA;Autom½vil;HONDA;INTEGRA
1643;HYUNDAI;AVANTE COREANO;Autom½vil;HYUNDAI;AVANTE COREANO
1644;HYUNDAI;ELANTRA TOURING;Autom½vil;HYUNDAI;ELANTRA TOURING
1645;HYUNDAI;GRAND STAREX;Autom½vil;HYUNDAI;GRAND STAREX
1646;HYUNDAI;IONIQ - EL?CTRICO;Autom½vil;HYUNDAI;IONIQ - EL?CTRICO
1647;HYUNDAI;SONATA LF;Autom½vil;HYUNDAI;SONATA LF
1648;HYUNDAI;SONATA?N20;Autom½vil;HYUNDAI;SONATA?N20
1649;HYUNDAI;SONATA N20?COREANO;Autom½vil;HYUNDAI;SONATA N20?COREANO
1650;HYUNDAI;SONATA?SE;Autom½vil;HYUNDAI;SONATA?SE
1651;HYUNDAI;SONATA?Y20?COREANO;Autom½vil;HYUNDAI;SONATA?Y20?COREANO
1652;HYUNDAI;SONATA?YF;Autom½vil;HYUNDAI;SONATA?YF
1653;HYUNDAI;UNIVERSE SPACE;Autom½vil;HYUNDAI;UNIVERSE SPACE
1654;INFINITI;J-30;Autom½vil;INFINITI;J-30
1655;ISUZU;CAMIONETA;Autom½vil;ISUZU;CAMIONETA
1656;ISUZU;QKR55;Autom½vil;ISUZU;QKR55
1657;JAGUAR;XKR-R;Autom½vil;JAGUAR;XKR-R
2738;AUDI;Q7;Autom½vil;AUDI;Q7
2739;AUDI;A8;Autom½vil;AUDI;A8
2740;AUDI;R8;Autom½vil;AUDI;R8
2741;AUDI;A7;Autom½vil;AUDI;A7
2742;AUDI;A6;Autom½vil;AUDI;A6
2743;AUDI;S4;Autom½vil;AUDI;S4
2744;AUDI;Q5;Autom½vil;AUDI;Q5
2745;AUDI;A5;Autom½vil;AUDI;A5
2746;AUDI;TT;Autom½vil;AUDI;TT
2747;AUDI;Q3;Autom½vil;AUDI;Q3
2748;AUDI;A4;Autom½vil;AUDI;A4
2749;AUDI;A 1;Autom½vil;AUDI;A 1
2750;AUDI;A3;Autom½vil;AUDI;A3
2751;AUDI;A22;Autom½vil;AUDI;A22
2752;AUDI;A23;Autom½vil;AUDI;A23
2753;AUDI;A24;Autom½vil;AUDI;A24
2754;AUDI;TTS;Autom½vil;AUDI;TTS
2755;SUZUKI;VITARA;Autom½vil;SUZUKI;VITARA
2756;kia;SELTOS EX;Autom½vil;KIA;SELTOS EX
2757;TOYOTA;VITZ JAPONES;Autom½vil;TOYOTA;VITZ JAPONES
2758;ACURA;ILX;Autom½vil;ACURA;ILX
2759;TESLA;3 - EL?CTRICO;Autom½vil;TESLA;3 - EL?CTRICO
2760;ACURA;TLX;Autom½vil;ACURA;TLX
2761;NISSAN;CLIPPER;Autom½vil;NISSAN;CLIPPER
2762;INFINITI;Q50 HYBRID;Autom½vil;INFINITI;Q50 HYBRID
2763;PEUGEOT;3008 GT LINE;Autom½vil;PEUGEOT;3008 GT LINE
2764;kia;SONET;Autom½vil;KIA;SONET
2765;MERCEDES BENZ;GLC 63S 4MATIC;Autom½vil;MERCEDES BENZ;GLC 63S 4MATIC
2766;SUBARU;PLEO;Autom½vil;SUBARU;PLEO
2767;INFINITI;Q50;Autom½vil;INFINITI;Q50
2768;AUDI;A4;Autom½vil;AUDI;A4
2769;PEUGEOT;308 PREMIUN;Autom½vil;PEUGEOT;308 PREMIUN
2770;HYUNDAI;SONATA SE;Autom½vil;HYUNDAI;SONATA SE
2771;MERCEDES BENZ;GLB 200;Autom½vil;MERCEDES BENZ;GLB 200
2772;FORD;FIGO;Autom½vil;FORD;FIGO
2773;kia;SOLUTO LX;Autom½vil;KIA;SOLUTO LX
2774;PORSCHE;MACAN;Autom½vil;PORSCHE;MACAN
2775;MERCEDES BENZ;CLA 180;Autom½vil;MERCEDES BENZ;CLA 180
2776;BMW;316I;Autom½vil;BMW;316I
2777;MERCEDES BENZ;GL 450;Autom½vil;MERCEDES BENZ;GL 450
2778;DODGE;RAM 1500;Autom½vil;DODGE;RAM 1500
2779;INFINITI;QX60;Autom½vil;INFINITI;QX60
2780;HYUNDAI;SONATA;Autom½vil;HYUNDAI;SONATA
2781;MITSUBISHI;DELICA;Autom½vil;MITSUBISHI;DELICA
2782;HYUNDAI;VERNA;Autom½vil;HYUNDAI;VERNA
2783;TOYOTA;AGYA;Autom½vil;TOYOTA;AGYA
2784;MERCEDES BENZ;GLS 350 D;Autom½vil;MERCEDES BENZ;GLS 350 D
2785;CITROEN;C3 FACELIFT;Autom½vil;CITROEN;C3 FACELIFT
2786;NISSAN;AD;Autom½vil;NISSAN;AD
2787;NISSAN;ROUGUE;Autom½vil;NISSAN;ROUGUE
2788;NISSAN;TEANA Z50 XV;Autom½vil;NISSAN;TEANA Z50 XV
2789;VOLKSWAGEN;T-CROSS;Autom½vil;VOLKSWAGEN;T-CROSS
2790;VOLKSWAGEN;NIVUS;Autom½vil;VOLKSWAGEN;NIVUS
2791;CITROEN;BERLINGO;Autom½vil;CITROEN;BERLINGO
2792;BMW;M4;Autom½vil;BMW;M4
2793;PEUGEOT;3008 ACTIVE;Autom½vil;PEUGEOT;3008 ACTIVE
2794;NISSAN;SERENA;Autom½vil;NISSAN;SERENA
2795;HYUNDAI;VENUE;Autom½vil;HYUNDAI;VENUE
2796;SUZUKI;CARRY;Autom½vil;SUZUKI;CARRY
2797;NISSAN;ATLAS;Autom½vil;NISSAN;ATLAS
2798;MERCEDES BENZ;GLE 43;Autom½vil;MERCEDES BENZ;GLE 43
2799;MERCEDES BENZ;CLASE CLA 250;Autom½vil;MERCEDES BENZ;CLASE CLA 250
2800;MERCEDES BENZ;GLE 63;Autom½vil;MERCEDES BENZ;GLE 63
2801;MERCEDES BENZ;GLE 63 S AMG COUPE;Autom½vil;MERCEDES BENZ;GLE 63 S AMG COUPE
2802;kia;SELTOS;Autom½vil;KIA;SELTOS
2803;PEUGEOT;5008 ALLLURE;Autom½vil;PEUGEOT;5008 ALLLURE
2804;CHRYSLER;TOWN Y COUNTRY TOURING;Autom½vil;CHRYSLER;TOWN Y COUNTRY TOURING
2805;HYUNDAI;SONATA LF COREANO;Autom½vil;HYUNDAI;SONATA LF COREANO
2806;HYUNDAI;GRAND SANTA FE;Autom½vil;HYUNDAI;GRAND SANTA FE
2807;MAZDA;CX-30;Autom½vil;MAZDA;CX-30
2808;JEEP;RENEGADE;Autom½vil;JEEP;RENEGADE
2809;TOYOTA;TUNDRA;Autom½vil;TOYOTA;TUNDRA
2810;PEUGEOT;5008 ALLURE;Autom½vil;PEUGEOT;5008 ALLURE
2811;FORD;C MAX;Autom½vil;FORD;C MAX
2812;TESLA;Y - EL?CTRICO;Autom½vil;TESLA;Y - EL?CTRICO
2813;MERCEDES BENZ;GLE 43;Autom½vil;MERCEDES BENZ;GLE 43
2814;CHEVROLET;CAPTIVA LT;Autom½vil;CHEVROLET;CAPTIVA LT
2815;INFINITI;QX50;Autom½vil;INFINITI;QX50
2816;GMC;SIERRA;Autom½vil;GMC;SIERRA
2817;HYUNDAI;I-20 ACTIVE CROSS;Autom½vil;HYUNDAI;I-20 ACTIVE CROSS
2818;SsangYong;REXTON;Autom½vil;SSANGYONG;REXTON
2819;HINO;DUTRO;Autom½vil;HINO;DUTRO
2820;SUZUKI;GRAND VITARA;Autom½vil;SUZUKI;GRAND VITARA
2821;LEXUS;NX 200 T;Autom½vil;LEXUS;NX 200 T
2822;MERCEDES BENZ;GL-350 CDI;Autom½vil;MERCEDES BENZ;GL-350 CDI
2823;PEUGEOT;2008 ACTIVE;Autom½vil;PEUGEOT;2008 ACTIVE
2824;SUZUKI;SX 4;Autom½vil;SUZUKI;SX 4
2825;TOYOTA;C-HR;Autom½vil;TOYOTA;C-HR
2826;MERCEDES BENZ;GLC 300;Autom½vil;MERCEDES BENZ;GLC 300
2827;RENAULT;DUSTER;Autom½vil;RENAULT;DUSTER
2828;changan;CS55 23OT ELITE;Autom½vil;CHANGAN;CS55 23OT ELITE
2829;TOYOTA;AQUA;Autom½vil;TOYOTA;AQUA
2830;MERCEDES BENZ;CLA 200;Autom½vil;MERCEDES BENZ;CLA 200
2831;HYUNDAI;SONATA NEW RISE LPG;Autom½vil;HYUNDAI;SONATA NEW RISE LPG
2832;DAIHATSU;HIJET JAPONES;Autom½vil;DAIHATSU;HIJET JAPONES
2833;VOLKSWAGEN;TERAMONT;Autom½vil;VOLKSWAGEN;TERAMONT
2834;HONDA;CIVIC-HIBRIDO;Autom½vil;HONDA;CIVIC-HIBRIDO
2835;MERCEDES BENZ;GLE-43 AMG COUPE;Autom½vil;MERCEDES BENZ;GLE-43 AMG COUPE
2836;MERCEDES BENZ;GLC 250 4MATIC;Autom½vil;MERCEDES BENZ;GLC 250 4MATIC
2837;MERCEDES BENZ;CLASE CLA;Autom½vil;MERCEDES BENZ;CLASE CLA
2838;CHEVROLET;TRACKER PREMIER;Autom½vil;CHEVROLET;TRACKER PREMIER
2839;PEUGEOT;E 2008 - ELECTRICO;Autom½vil;PEUGEOT;E 2008 - ELECTRICO
2840;MERCEDES BENZ;GLS;Autom½vil;MERCEDES BENZ;GLS
2841;LEXUS;NX;Autom½vil;LEXUS;NX
2842;SUZUKI;DZIRE GLX;Autom½vil;SUZUKI;DZIRE GLX
2843;HYUNDAI;KONA ELECTRICO;Autom½vil;HYUNDAI;KONA ELECTRICO
2844;HYUNDAI;I20;Autom½vil;HYUNDAI;I20
2845;MERCEDES BENZ;GLE 450;Autom½vil;MERCEDES BENZ;GLE 450
2846;JAC;FRISON T8;Autom½vil;JAC;FRISON T8
2847;SEAT;LE?N;Autom½vil;SEAT;LE?N
2848;MERCEDES BENZ;GLA 250 4WD;Autom½vil;MERCEDES BENZ;GLA 250 4WD
2849;MERCEDES BENZ;GLA 250;Autom½vil;MERCEDES BENZ;GLA 250
2850;JAC;JS3;Autom½vil;JAC;JS3
2852;ORA;IQ;Autom½vil;ORA;IQ
2853;TOYOTA;COROLLA CROSS HIBRIDO;Autom½vil;TOYOTA;COROLLA CROSS HIBRIDO
2854;CHEVROLET;CAPTIVA PREMIER;Autom½vil;CHEVROLET;CAPTIVA PREMIER
2855;HYUNDAI;SONATA AMERICANO;Autom½vil;HYUNDAI;SONATA AMERICANO
2856;CHEVROLET;IMPALA;Autom½vil;CHEVROLET;IMPALA
2857;MERCEDES BENZ;GLE;Autom½vil;MERCEDES BENZ;GLE
2858;NISSAN;NV-350 CARAVAN JAPONES;Autom½vil;NISSAN;NV-350 CARAVAN JAPONES
2859;CHEVROLET;ORLANDO;Autom½vil;CHEVROLET;ORLANDO
2860;TOYOTA;RAIZE;Autom½vil;TOYOTA;RAIZE
2861;FIAT;500X TREKKING;Autom½vil;FIAT;500X TREKKING
2862;HONDA;INSIGHT;Autom½vil;HONDA;INSIGHT
2863;MERCEDES BENZ;GLE 350;Autom½vil;MERCEDES BENZ;GLE 350
2864;HYUNDAI;STARIA;Autom½vil;HYUNDAI;STARIA
2865;INFINITI;QX55;Autom½vil;INFINITI;QX55
2866;GMC;CANYON;Autom½vil;GMC;CANYON
2867;kia;K-7 COREANO;Autom½vil;KIA;K-7 COREANO
2868;BMW;SERIE 4- 420I GRAN COUPE;Autom½vil;BMW;SERIE 4- 420I GRAN COUPE
2869;HONDA;SHUTTLE;Autom½vil;HONDA;SHUTTLE
2870;NISSAN;NV 200 VANETTE;Autom½vil;NISSAN;NV 200 VANETTE
2871;JEEP;GLADIATOR;Autom½vil;JEEP;GLADIATOR
2872;SEAT;IBIZA;Autom½vil;SEAT;IBIZA
2873;HUMMER;H3;Autom½vil;HUMMER;H3
2874;FIAT;GRANDE PUNTO;Autom½vil;FIAT;GRANDE PUNTO
2875;LAND ROVER;SPORT HSE;Autom½vil;LAND ROVER;SPORT HSE
2876;BMW;I3 REX;Autom½vil;BMW;I3 REX
2877;PONTIAC;SOLTICE;Autom½vil;PONTIAC;SOLTICE
2878;FORD;RANGER 4X4;Autom½vil;FORD;RANGER 4X4
2879;CITROEN;C4 CACTUS;Autom½vil;CITROEN;C4 CACTUS
2880;PEUGEOT;SUV 2008;Autom½vil;PEUGEOT;SUV 2008
2881;HELMARV;EV S400;Autom½vil;HELMARV;EV S400
2882;AUDI;S3;Autom½vil;AUDI;S3
2883;MERCEDES BENZ;GLE 400;Autom½vil;MERCEDES BENZ;GLE 400
2884;MERCEDES BENZ;CLASE GL;Autom½vil;MERCEDES BENZ;CLASE GL
2885;RENAULT;DOKKER;Autom½vil;RENAULT;DOKKER
2886;ISUZU;ELF;Autom½vil;ISUZU;ELF
2887;AUDI;Q8;Autom½vil;AUDI;Q8
2888;NISSAN;VANETTE;Autom½vil;NISSAN;VANETTE
2889;MERCEDES BENZ;ML;Autom½vil;MERCEDES BENZ;ML
2890;MINI;COOPER S;Autom½vil;MINI;COOPER S
2891;SsangYong;KORANDO;Autom½vil;SSANGYONG;KORANDO
2892;MG;ZS EV - ELECTRICO;Autom½vil;MG;ZS EV - ELECTRICO
2893;changan;STAR 5 VAN CARGO;Autom½vil;CHANGAN;STAR 5 VAN CARGO
2894;AUDI;S6;Autom½vil;AUDI;S6
2895;VOLKSWAGEN;TAOS;Autom½vil;VOLKSWAGEN;TAOS
2896;changan;CS35 ELITE;Autom½vil;CHANGAN;CS35 ELITE
2897;CHANA;CS75;Autom½vil;CHANA;CS75
2898;BMW;X1;Autom½vil;BMW;X1
2899;changan;CS55 PLUS;Autom½vil;CHANGAN;CS55 PLUS
2900;BRILLIANCE;V3;Autom½vil;BRILLIANCE;V3
2901;CITROEN;C3;Autom½vil;CITROEN;C3
2902;MERCEDES BENZ;X CLASS 250D;Autom½vil;MERCEDES BENZ;X CLASS 250D
2903;HYUNDAI;KONA;Autom½vil;HYUNDAI;KONA
2904;ALFA ROMEO;GIULIETTA TCT;Autom½vil;ALFA ROMEO;GIULIETTA TCT
2905;MG;ZX;Autom½vil;MG;ZX
2906;MAZDA;SCRUM;Autom½vil;MAZDA;SCRUM
2907;MITSUBISHI;L200;Autom½vil;MITSUBISHI;L200
2908;changan;CS35 PLUS;Autom½vil;CHANGAN;CS35 PLUS
2909;VOLVO;S90;Autom½vil;VOLVO;S90
2910;changan;UNI-T;Autom½vil;CHANGAN;UNI-T
2911;HONDA;M-NV FULL;Autom½vil;HONDA;M-NV FULL
2912;CHEVROLET;GROOVE;Autom½vil;CHEVROLET;GROOVE
2914;TOYOTA;COROLLA CROSS;Autom½vil;TOYOTA;COROLLA CROSS
2915;HYUNDAI;PALISADE;Autom½vil;HYUNDAI;PALISADE
2916;FORD;TERRITORY;Autom½vil;FORD;TERRITORY
2918;CITROEN;DS5;Autom½vil;CITROEN;DS5
2919;NISSAN;LAFESTA;Autom½vil;NISSAN;LAFESTA
2920;JAC;JS8;Autom½vil;JAC;JS8
2921;JAC;HFC3086K;Autom½vil;JAC;HFC3086K
2922;MG;MG5;Autom½vil;MG;MG5
2923;LEXUS;NX 200 T 4WD;Autom½vil;LEXUS;NX 200 T 4WD
2924;changan;CS75;Autom½vil;CHANGAN;CS75
2925;BMW;550I;Autom½vil;BMW;550I
2926;changan;CS-15;Autom½vil;CHANGAN;CS-15
2927;CITROEN;JUMPER;Autom½vil;CITROEN;JUMPER
2928;BESTUNE;T33;Autom½vil;BESTUNE;T33
2929;RAM;1500;Autom½vil;RAM;1500
2930;DAIHATSU;MOVE;Autom½vil;DAIHATSU;MOVE
2931;go electric;GO01 - EL?CTRICO;Autom½vil;GO ELECTRIC;GO01 - EL?CTRICO
2932;changan;CS55 ELITE;Autom½vil;CHANGAN;CS55 ELITE
2933;changan;UNI-K;Autom½vil;CHANGAN;UNI-K
2935;jetour;X70;Autom½vil;JETOUR;X70
2936;FIAT;PULSE;Autom½vil;FIAT;PULSE
2937;LEXUS;RC;Autom½vil;LEXUS;RC
2938;MAXUS;T60;Autom½vil;MAXUS;T60
2939;TESLA;Y;Autom½vil;TESLA;Y
2940;VOLKSWAGEN;ID.3;Autom½vil;VOLKSWAGEN;ID.3
2941;CHEVROLET;LABO;Autom½vil;CHEVROLET;LABO
2942;HONDA;ENS1;Autom½vil;HONDA;ENS1
2943;MAZDA;CX-60;Autom½vil;MAZDA;CX-60
2944;NISSAN;CARAVAN;Autom½vil;NISSAN;CARAVAN
2945;jetour;DASHING PLUS;Autom½vil;JETOUR;DASHING PLUS
2946;jetour;DASHING;Autom½vil;JETOUR;DASHING
2947;DONGFENG;AX7;Autom½vil;DONGFENG;AX7
2948;RAM;PROMASTER CITY TRADESMAN;Autom½vil;RAM;PROMASTER CITY TRADESMAN
2949;shineray;X30S CARGO VAN;Autom½vil;SHINERAY;X30S CARGO VAN
